episode,timestep,reward,episode_length
1730,15760,1.0,6.8333
1743,15840,1.0,6.3846
1755,15920,1.0,6.25
1768,16000,1.0,6.4615
1780,16080,1.0,6.6667
1791,16160,1.0,6.9091
1803,16240,1.0,6.4167
1816,16320,1.0,6.5385
1828,16400,1.0,6.6667
1841,16480,1.0,6.3846
1853,16560,1.0,6.6667
1865,16640,1.0,6.5
1877,16720,1.0,6.5
1889,16800,1.0,6.8333
1901,16880,1.0,6.5833
1914,16960,1.0,6.3846
1926,17040,1.0,6.5833
1938,17120,1.0,6.5833
1949,17200,1.0,6.9091
1962,17280,1.0,6.3077
1974,17360,1.0,6.8333
1986,17440,1.0,6.5
1999,17520,1.0,6.4615
2011,17600,1.0,6.5833
2023,17680,1.0,6.5833
2035,17760,1.0,6.5
2048,17840,1.0,6.3846
2061,17920,1.0,6.0769
2073,18000,1.0,6.25
2086,18080,1.0,6.4615
2099,18160,1.0,6.2308
2111,18240,1.0,6.4167
2124,18320,1.0,6.3077
2137,18400,1.0,6.3077
2149,18480,1.0,6.3333
2162,18560,1.0,6.3077
2175,18640,1.0,6.2308
2188,18720,1.0,6.1538
2200,18800,1.0,6.5
2213,18880,1.0,6.2308
2225,18960,1.0,6.5
2238,19040,1.0,6.3846
2250,19120,1.0,6.4167
2263,19200,1.0,6.4615
2274,19280,1.0,6.4545
2287,19360,1.0,6.5385
2300,19440,1.0,6.3077
2312,19520,1.0,6.5
2325,19600,1.0,6.2308
2337,19680,1.0,6.5833
2350,19760,1.0,6.2308
2363,19840,1.0,6.3077
2376,19920,1.0,6.2308
2388,20000,1.0,6.3333
2401,20080,1.0,6.3077
2413,20160,1.0,6.5
2426,20240,1.0,6.3846
2438,20320,1.0,6.5
2451,20400,1.0,6.1538
2464,20480,1.0,6.2308
2476,20560,1.0,6.9167
2488,20640,1.0,6.25
2501,20720,1.0,6.5385
2514,20800,1.0,6.0769
2526,20880,1.0,6.5833
2538,20960,1.0,6.5833
2551,21040,1.0,6.3077
2563,21120,1.0,6.5833
2576,21200,1.0,6.3077
2588,21280,1.0,6.5
2600,21360,1.0,6.3333
2612,21440,1.0,6.8333
2624,21520,1.0,6.5
2637,21600,1.0,6.6154
2647,21680,1.0,7.3
2660,21760,1.0,6.6154
2671,21840,1.0,7.2727
2682,21920,1.0,7.0909
2693,22000,1.0,7.0
2704,22080,1.0,7.3636
2716,22160,1.0,7.0
2728,22240,1.0,6.75
2740,22320,1.0,6.6667
2752,22400,1.0,6.4167
2765,22480,1.0,6.3846
2777,22560,1.0,6.25
2790,22640,1.0,6.2308
2802,22720,1.0,6.6667
2815,22800,1.0,6.4615
2828,22880,1.0,6.1538
2840,22960,1.0,6.4167
2853,23040,1.0,6.3846
2865,23120,1.0,6.3333
2878,23200,1.0,6.4615
2890,23280,1.0,6.25
2903,23360,1.0,6.0769
2916,23440,1.0,6.3846
2928,23520,1.0,6.5
2941,23600,1.0,6.4615
2954,23680,1.0,6.1538
2967,23760,1.0,6.1538
2979,23840,1.0,6.25
2992,23920,1.0,6.3077
3005,24000,1.0,6.2308
3017,24080,1.0,6.5
3030,24160,1.0,6.1538
3043,24240,1.0,6.3077
3055,24320,1.0,6.5
3068,24400,1.0,6.1538
3081,24480,1.0,6.3846
3094,24560,1.0,6.3077
3106,24640,1.0,6.4167
3118,24720,1.0,6.5833
3131,24800,1.0,6.3846
3144,24880,1.0,6.0769
3156,24960,1.0,6.4167
3169,25040,1.0,6.3846
3181,25120,1.0,6.4167
3195,25200,1.0,6.0
3207,25280,1.0,6.25
3220,25360,1.0,6.3077
3233,25440,1.0,6.3846
3245,25520,1.0,6.1667
3258,25600,1.0,6.3077
3271,25680,1.0,6.2308
3284,25760,1.0,6.1538
3297,25840,1.0,6.1538
3310,25920,1.0,6.2308
3323,26000,1.0,6.3077
3336,26080,1.0,6.1538
3349,26160,1.0,6.2308
3362,26240,1.0,6.0769
3375,26320,1.0,6.0769
3388,26400,1.0,6.1538
3400,26480,1.0,6.25
3411,26560,1.0,7.6364
3424,26640,1.0,6.0
3437,26720,1.0,6.1538
3450,26800,1.0,6.2308
3463,26880,1.0,6.1538
3476,26960,1.0,6.4615
3489,27040,1.0,6.0
3502,27120,1.0,6.1538
3514,27200,1.0,6.3333
3527,27280,1.0,6.6154
3539,27360,1.0,6.25
3552,27440,1.0,6.2308
3565,27520,1.0,6.2308
3578,27600,1.0,6.3846
3591,27680,1.0,6.0769
3603,27760,1.0,6.6667
3615,27840,1.0,6.25
3628,27920,1.0,6.3846
3641,28000,1.0,6.1538
3654,28080,1.0,6.0769
3667,28160,1.0,6.3846
3680,28240,1.0,6.2308
3692,28320,1.0,6.5833
3703,28400,1.0,7.0
3715,28480,1.0,6.5833
3726,28560,1.0,7.4545
3738,28640,1.0,6.6667
3749,28720,1.0,6.9091
3762,28800,1.0,6.6923
3774,28880,1.0,6.3333
3786,28960,1.0,6.75
3799,29040,1.0,6.2308
3810,29120,1.0,7.0
3823,29200,1.0,6.2308
3836,29280,1.0,6.0
3849,29360,1.0,6.2308
3863,29440,1.0,6.0
3876,29520,1.0,6.1538
3889,29600,1.0,6.1538
3902,29680,1.0,6.1538
3914,29760,1.0,6.4167
3927,29840,1.0,6.1538
3940,29920,1.0,6.1538
3953,30000,1.0,6.3077
3966,30080,1.0,6.0769
3979,30160,1.0,6.3077
3991,30240,1.0,6.25
4005,30320,1.0,6.1429
4018,30400,1.0,6.0769
4031,30480,1.0,6.2308
4044,30560,1.0,6.1538
4056,30640,1.0,6.5833
4068,30720,1.0,6.4167
4080,30800,1.0,7.0
4093,30880,1.0,6.1538
4106,30960,1.0,6.0769
4118,31040,1.0,6.4167
4131,31120,1.0,6.1538
4144,31200,1.0,6.3077
4157,31280,1.0,6.0
4170,31360,1.0,6.3846
4182,31440,1.0,6.3333
4196,31520,1.0,6.0
4209,31600,1.0,6.0769
4222,31680,1.0,6.3077
4235,31760,1.0,6.1538
4247,31840,1.0,6.3333
4260,31920,1.0,6.2308
4273,32000,1.0,6.3077
4286,32080,1.0,6.1538
4297,32160,1.0,6.8182
4310,32240,1.0,6.3846
4322,32320,1.0,6.5
4335,32400,1.0,6.1538
4348,32480,1.0,6.1538
4361,32560,1.0,6.1538
4374,32640,1.0,6.3846
4387,32720,1.0,6.1538
4400,32800,1.0,6.0
4414,32880,1.0,6.0
4427,32960,1.0,6.0769
4440,33040,1.0,6.0769
4453,33120,1.0,6.0
4466,33200,1.0,6.0769
4479,33280,1.0,6.1538
4492,33360,1.0,6.3846
4505,33440,1.0,6.0
4518,33520,1.0,6.2308
4531,33600,1.0,6.2308
4544,33680,1.0,6.1538
4557,33760,1.0,6.1538
4570,33840,1.0,6.2308
4583,33920,1.0,6.0769
4596,34000,1.0,6.0769
4609,34080,1.0,6.0769
4622,34160,1.0,6.0769
4635,34240,1.0,6.1538
4648,34320,1.0,6.1538
4661,34400,1.0,6.1538
4674,34480,1.0,6.3846
4687,34560,1.0,6.3077
4699,34640,1.0,6.25
4712,34720,1.0,6.1538
4726,34800,1.0,6.0714
4739,34880,1.0,6.0769
4752,34960,1.0,6.1538
4765,35040,1.0,6.0769
4778,35120,1.0,6.2308
4791,35200,1.0,6.1538
4804,35280,1.0,6.1538
4817,35360,1.0,6.0769
4830,35440,1.0,6.1538
4843,35520,1.0,6.3077
4855,35600,1.0,6.25
4868,35680,1.0,6.1538
4881,35760,1.0,6.1538
4895,35840,1.0,6.0714
4908,35920,1.0,6.0
4921,36000,1.0,6.0769
4934,36080,1.0,6.0769
4947,36160,1.0,6.2308
4960,36240,1.0,6.2308
4973,36320,1.0,6.2308
4985,36400,1.0,6.5
4998,36480,1.0,6.0769
5011,36560,1.0,6.0769
5025,36640,1.0,6.0714
5037,36720,1.0,6.4167
5050,36800,1.0,6.1538
5063,36880,1.0,6.1538
5076,36960,1.0,6.0769
5090,37040,1.0,6.0
5103,37120,1.0,6.0
5116,37200,1.0,6.1538
5129,37280,1.0,6.0769
5142,37360,1.0,6.2308
5155,37440,1.0,6.2308
5168,37520,1.0,6.0
5181,37600,1.0,6.1538
5194,37680,1.0,6.0769
5207,37760,1.0,6.2308
5220,37840,1.0,6.1538
5233,37920,1.0,6.0769
5246,38000,1.0,6.1538
5259,38080,1.0,6.1538
5272,38160,1.0,6.0769
5286,38240,1.0,6.0
5299,38320,1.0,6.0
5312,38400,1.0,6.1538
5325,38480,1.0,6.0769
5338,38560,1.0,6.1538
5351,38640,1.0,6.1538
5364,38720,1.0,6.4615
5377,38800,1.0,6.0769
5390,38880,1.0,6.0769
5403,38960,1.0,6.0
5416,39040,1.0,6.1538
5429,39120,1.0,6.2308
5442,39200,1.0,6.3077
5455,39280,1.0,6.1538
5468,39360,1.0,6.0769
5481,39440,1.0,6.1538
5494,39520,1.0,6.0769
5507,39600,1.0,6.2308
5520,39680,1.0,6.0
5533,39760,1.0,6.0769
5547,39840,1.0,6.0
5560,39920,1.0,6.1538
5573,40000,1.0,6.2308
5586,40080,1.0,6.0
5599,40160,1.0,6.0
5612,40240,1.0,6.3077
5625,40320,1.0,6.0769
5638,40400,1.0,6.1538
5651,40480,1.0,6.3846
5664,40560,1.0,6.0769
5676,40640,1.0,6.4167
5688,40720,1.0,6.5833
5700,40800,1.0,6.75
5713,40880,1.0,6.1538
5726,40960,1.0,6.0769
5739,41040,1.0,6.2308
5752,41120,1.0,6.3846
5764,41200,1.0,6.75
5776,41280,1.0,6.5833
5788,41360,1.0,6.6667
5800,41440,1.0,6.3333
5813,41520,1.0,6.3846
5825,41600,1.0,6.5
5838,41680,1.0,6.0769
5850,41760,1.0,6.5833
5863,41840,1.0,6.5385
5876,41920,1.0,6.1538
5888,42000,1.0,6.4167
5901,42080,1.0,6.2308
5914,42160,1.0,6.1538
5927,42240,1.0,6.1538
5940,42320,1.0,6.0
5954,42400,1.0,6.0714
5967,42480,1.0,6.0769
5979,42560,1.0,6.3333
5992,42640,1.0,6.1538
6005,42720,1.0,6.5385
6018,42800,1.0,6.1538
6031,42880,1.0,6.0769
6044,42960,1.0,6.2308
6057,43040,1.0,6.0
6070,43120,1.0,6.0769
6083,43200,1.0,6.2308
6096,43280,1.0,6.0
6109,43360,1.0,6.3846
6122,43440,1.0,6.0
6135,43520,1.0,6.2308
6148,43600,1.0,6.0
6161,43680,1.0,6.3846
6174,43760,1.0,6.1538
6187,43840,1.0,6.1538
6200,43920,1.0,6.2308
6213,44000,1.0,6.1538
6225,44080,1.0,6.25
6238,44160,1.0,6.1538
6251,44240,1.0,6.4615
6262,44320,1.0,7.3636
6273,44400,1.0,7.1818
6285,44480,1.0,6.5
6296,44560,1.0,7.0909
6308,44640,1.0,7.0
6321,44720,1.0,6.1538
6333,44800,1.0,6.75
6344,44880,1.0,6.9091
6355,44960,1.0,7.5455
6367,45040,1.0,6.5833
6379,45120,1.0,6.6667
6390,45200,1.0,7.0909
6402,45280,1.0,6.25
6414,45360,1.0,7.0
6426,45440,1.0,6.6667
6438,45520,1.0,6.8333
6449,45600,1.0,7.2727
6461,45680,1.0,6.6667
6474,45760,1.0,6.2308
6486,45840,1.0,6.25
6499,45920,1.0,6.5385
6511,46000,1.0,6.5833
6524,46080,1.0,6.3077
6537,46160,1.0,6.1538
6549,46240,1.0,6.3333
6562,46320,1.0,6.1538
6575,46400,1.0,6.3846
6588,46480,1.0,6.3077
6600,46560,1.0,6.4167
6613,46640,1.0,6.3846
6624,46720,1.0,6.6364
6637,46800,1.0,6.3077
6650,46880,1.0,6.3077
6662,46960,1.0,6.3333
6675,47040,1.0,6.5385
6688,47120,1.0,6.0
6701,47200,1.0,6.0769
6715,47280,1.0,6.0
6728,47360,1.0,6.0769
6741,47440,1.0,6.1538
6754,47520,1.0,6.0769
6767,47600,1.0,6.0769
6780,47680,1.0,6.0769
6794,47760,1.0,6.0714
6807,47840,1.0,6.0769
6820,47920,1.0,6.1538
6833,48000,1.0,6.0
6846,48080,1.0,6.2308
6859,48160,1.0,6.0769
6872,48240,1.0,6.1538
6885,48320,1.0,6.0
6899,48400,1.0,6.0714
6911,48480,1.0,6.25
6924,48560,1.0,6.3846
6937,48640,1.0,6.1538
6950,48720,1.0,6.1538
6963,48800,1.0,6.3077
6975,48880,1.0,6.3333
6987,48960,1.0,6.8333
6999,49040,1.0,6.4167
7012,49120,1.0,6.3077
7024,49200,1.0,6.5
7037,49280,1.0,6.3846
7050,49360,1.0,6.0769
7063,49440,1.0,6.3077
7076,49520,1.0,6.2308
7089,49600,1.0,6.0
7102,49680,1.0,6.2308
7114,49760,1.0,6.25
7127,49840,1.0,6.2308
7141,49920,1.0,6.0714
7154,50000,1.0,6.0769
