episode,timestep,reward,episode_length
421,16880,0.0,40.0
423,16960,0.0,40.0
425,17040,0.0,40.0
427,17120,0.0,40.0
429,17200,0.0,40.0
431,17280,0.0,40.0
433,17360,0.0,40.0
435,17440,0.0,40.0
437,17520,0.0,40.0
439,17600,0.0,40.0
441,17680,0.0,40.0
443,17760,0.0,40.0
445,17840,0.0,40.0
447,17920,0.0,40.0
449,18000,0.0,40.0
451,18080,0.0,40.0
453,18160,0.0,40.0
455,18240,0.0,40.0
457,18320,0.0,40.0
459,18400,0.0,40.0
461,18480,0.0,40.0
463,18560,0.0,40.0
465,18640,0.0,40.0
467,18720,0.0,40.0
469,18800,0.0,40.0
471,18880,0.0,40.0
473,18960,0.0,40.0
475,19040,0.0,40.0
477,19120,0.0,40.0
479,19200,0.0,40.0
481,19280,0.0,40.0
483,19360,0.0,40.0
485,19440,0.0,40.0
487,19520,0.0,40.0
489,19600,0.0,40.0
491,19680,0.0,40.0
493,19760,0.0,40.0
495,19840,0.0,40.0
497,19920,0.0,40.0
499,20000,0.0,40.0
501,20080,0.0,40.0
503,20160,0.0,40.0
505,20240,0.0,40.0
507,20320,0.0,40.0
509,20400,0.0,40.0
511,20480,0.0,40.0
513,20560,0.0,40.0
515,20640,0.0,40.0
517,20720,0.0,40.0
519,20800,0.0,40.0
521,20880,0.0,40.0
523,20960,0.0,40.0
525,21040,0.0,40.0
527,21120,0.0,40.0
529,21200,0.0,40.0
531,21280,0.0,40.0
533,21360,0.0,40.0
535,21440,0.0,40.0
537,21520,0.0,40.0
539,21600,0.0,40.0
541,21680,0.0,40.0
543,21760,0.0,40.0
545,21840,0.0,40.0
547,21920,0.0,40.0
549,22000,0.0,40.0
551,22080,0.0,40.0
553,22160,0.0,40.0
555,22240,0.0,40.0
557,22320,0.0,40.0
559,22400,0.0,40.0
561,22480,0.0,40.0
563,22560,0.0,40.0
565,22640,0.0,40.0
567,22720,0.0,40.0
569,22800,0.0,40.0
571,22880,0.0,40.0
573,22960,0.0,40.0
575,23040,0.0,40.0
577,23120,0.0,40.0
579,23200,0.0,40.0
581,23280,0.0,40.0
583,23360,0.0,40.0
585,23440,0.0,40.0
587,23520,0.0,40.0
589,23600,0.0,40.0
591,23680,0.0,40.0
593,23760,0.0,40.0
595,23840,0.0,40.0
597,23920,0.0,40.0
599,24000,0.0,40.0
601,24080,0.0,40.0
603,24160,0.0,40.0
605,24240,0.0,40.0
607,24320,0.0,40.0
609,24400,0.0,40.0
611,24480,0.0,40.0
613,24560,0.0,40.0
615,24640,0.0,40.0
617,24720,0.0,40.0
619,24800,0.0,40.0
621,24880,0.0,40.0
623,24960,0.0,40.0
625,25040,0.0,40.0
627,25120,0.0,40.0
629,25200,0.0,40.0
631,25280,0.0,40.0
633,25360,0.0,40.0
635,25440,0.0,40.0
637,25520,0.0,40.0
639,25600,0.0,40.0
641,25680,0.0,40.0
643,25760,0.0,40.0
645,25840,0.0,40.0
647,25920,0.0,40.0
649,26000,0.0,40.0
651,26080,0.0,40.0
653,26160,0.0,40.0
655,26240,0.0,40.0
657,26320,0.0,40.0
659,26400,0.0,40.0
661,26480,0.0,40.0
663,26560,0.0,40.0
665,26640,0.0,40.0
667,26720,0.0,40.0
669,26800,0.0,40.0
671,26880,0.0,40.0
673,26960,0.0,40.0
675,27040,0.0,40.0
677,27120,0.0,40.0
679,27200,0.0,40.0
681,27280,0.0,40.0
683,27360,0.0,40.0
685,27440,0.0,40.0
687,27520,0.0,40.0
689,27600,0.0,40.0
691,27680,0.0,40.0
693,27760,0.0,40.0
695,27840,0.0,40.0
697,27920,0.0,40.0
699,28000,0.0,40.0
701,28080,0.0,40.0
703,28160,0.0,40.0
705,28240,0.0,40.0
707,28320,0.0,40.0
709,28400,0.0,40.0
711,28480,0.0,40.0
713,28560,0.0,40.0
715,28640,0.0,40.0
717,28720,0.0,40.0
719,28800,0.0,40.0
721,28880,0.0,40.0
723,28960,0.0,40.0
725,29040,0.0,40.0
727,29120,0.0,40.0
729,29200,0.0,40.0
731,29280,0.0,40.0
733,29360,0.0,40.0
735,29440,0.0,40.0
737,29520,0.0,40.0
739,29600,0.0,40.0
741,29680,0.0,40.0
743,29760,0.0,40.0
745,29840,0.0,40.0
747,29920,0.0,40.0
749,30000,0.0,40.0
751,30080,0.0,40.0
753,30160,0.0,40.0
755,30240,0.0,40.0
757,30320,0.0,40.0
759,30400,0.0,40.0
761,30480,0.0,40.0
763,30560,0.0,40.0
765,30640,0.0,40.0
767,30720,0.0,40.0
769,30800,0.0,40.0
771,30880,0.0,40.0
773,30960,0.0,40.0
775,31040,0.0,40.0
777,31120,0.0,40.0
779,31200,0.0,40.0
781,31280,0.0,40.0
783,31360,0.0,40.0
785,31440,0.0,40.0
787,31520,0.0,40.0
789,31600,0.0,40.0
791,31680,0.0,40.0
793,31760,0.0,40.0
795,31840,0.0,40.0
797,31920,0.0,40.0
799,32000,0.0,40.0
801,32080,0.0,40.0
803,32160,0.0,40.0
805,32240,0.0,40.0
807,32320,0.0,40.0
809,32400,0.0,40.0
811,32480,0.0,40.0
813,32560,0.0,40.0
815,32640,0.0,40.0
817,32720,0.0,40.0
819,32800,0.0,40.0
821,32880,0.0,40.0
823,32960,0.0,40.0
825,33040,0.0,40.0
827,33120,0.0,40.0
829,33200,0.0,40.0
831,33280,0.0,40.0
833,33360,0.0,40.0
835,33440,0.0,40.0
837,33520,0.0,40.0
839,33600,0.0,40.0
841,33680,0.0,40.0
843,33760,0.0,40.0
845,33840,0.0,40.0
847,33920,0.0,40.0
849,34000,0.0,40.0
851,34080,0.0,40.0
853,34160,0.0,40.0
855,34240,0.0,40.0
857,34320,0.0,40.0
859,34400,0.0,40.0
861,34480,0.0,40.0
863,34560,0.0,40.0
865,34640,0.0,40.0
867,34720,0.0,40.0
869,34800,0.0,40.0
871,34880,0.0,40.0
873,34960,0.0,40.0
875,35040,0.0,40.0
877,35120,0.0,40.0
879,35200,0.0,40.0
881,35280,0.0,40.0
883,35360,0.0,40.0
885,35440,0.0,40.0
887,35520,0.0,40.0
889,35600,0.0,40.0
891,35680,0.0,40.0
893,35760,0.0,40.0
895,35840,0.0,40.0
897,35920,0.0,40.0
899,36000,0.0,40.0
901,36080,0.0,40.0
903,36160,0.0,40.0
905,36240,0.0,40.0
907,36320,0.0,40.0
909,36400,0.0,40.0
911,36480,0.0,40.0
913,36560,0.0,40.0
915,36640,0.0,40.0
917,36720,0.0,40.0
919,36800,0.0,40.0
921,36880,0.0,40.0
923,36960,0.0,40.0
925,37040,0.0,40.0
927,37120,0.0,40.0
929,37200,0.0,40.0
931,37280,0.0,40.0
933,37360,0.0,40.0
935,37440,0.0,40.0
937,37520,0.0,40.0
939,37600,0.0,40.0
941,37680,0.0,40.0
943,37760,0.0,40.0
945,37840,0.0,40.0
947,37920,0.0,40.0
949,38000,0.0,40.0
951,38080,0.0,40.0
953,38160,0.0,40.0
955,38240,0.0,40.0
957,38320,0.0,40.0
959,38400,0.0,40.0
961,38480,0.0,40.0
963,38560,0.0,40.0
965,38640,0.0,40.0
967,38720,0.0,40.0
969,38800,0.0,40.0
971,38880,0.0,40.0
973,38960,0.0,40.0
975,39040,0.0,40.0
977,39120,0.0,40.0
979,39200,0.0,40.0
981,39280,0.0,40.0
983,39360,0.0,40.0
985,39440,0.0,40.0
987,39520,0.0,40.0
989,39600,0.0,40.0
991,39680,0.0,40.0
993,39760,0.0,40.0
995,39840,0.0,40.0
997,39920,0.0,40.0
999,40000,0.0,40.0
1001,40080,0.0,40.0
1004,40160,0.3333,37.6667
1006,40240,0.0,40.0
1008,40320,0.0,40.0
1010,40400,0.0,40.0
1012,40480,0.0,40.0
1014,40560,0.0,40.0
1016,40640,0.0,40.0
1018,40720,0.0,40.0
1020,40800,0.0,40.0
1022,40880,0.0,40.0
1024,40960,0.0,40.0
1026,41040,0.0,40.0
1028,41120,0.5,30.0
1030,41200,0.0,40.0
1032,41280,0.0,40.0
1034,41360,0.0,40.0
1036,41440,0.0,40.0
1038,41520,0.0,40.0
1040,41600,0.0,40.0
1042,41680,0.0,40.0
1044,41760,0.0,40.0
1046,41840,0.0,40.0
1048,41920,0.0,40.0
1050,42000,0.0,40.0
1052,42080,0.0,40.0
1054,42160,0.0,40.0
1056,42240,0.0,40.0
1058,42320,0.0,40.0
1060,42400,0.0,40.0
1062,42480,0.0,40.0
1064,42560,0.0,40.0
1066,42640,0.0,40.0
1068,42720,0.0,40.0
1070,42800,0.0,40.0
1072,42880,0.0,40.0
1074,42960,0.0,40.0
1076,43040,0.0,40.0
1078,43120,0.0,40.0
1080,43200,0.0,40.0
1082,43280,0.0,40.0
1084,43360,0.0,40.0
1086,43440,0.0,40.0
1088,43520,0.0,40.0
1090,43600,0.0,40.0
1092,43680,0.0,40.0
1094,43760,0.0,40.0
1096,43840,0.0,40.0
1098,43920,0.0,40.0
1100,44000,0.0,40.0
1102,44080,0.0,40.0
1104,44160,0.0,40.0
1106,44240,0.0,40.0
1108,44320,0.0,40.0
1110,44400,0.0,40.0
1112,44480,0.0,40.0
1114,44560,0.0,40.0
1116,44640,0.0,40.0
1118,44720,0.0,40.0
1120,44800,0.0,40.0
1122,44880,0.0,40.0
1124,44960,0.0,40.0
1126,45040,0.0,40.0
1128,45120,0.0,40.0
1130,45200,0.0,40.0
1132,45280,0.0,40.0
1134,45360,0.0,40.0
1136,45440,0.0,40.0
1138,45520,0.0,40.0
1140,45600,0.0,40.0
1142,45680,0.0,40.0
1144,45760,0.0,40.0
1146,45840,0.0,40.0
1148,45920,0.0,40.0
1150,46000,0.0,40.0
1152,46080,0.0,40.0
1154,46160,0.0,40.0
1156,46240,0.0,40.0
1158,46320,0.0,40.0
1160,46400,0.0,40.0
1162,46480,0.0,40.0
1164,46560,0.0,40.0
1166,46640,0.0,40.0
1168,46720,0.0,40.0
1170,46800,0.0,40.0
1172,46880,0.0,40.0
1174,46960,0.0,40.0
1176,47040,0.0,40.0
1178,47120,0.0,40.0
1180,47200,0.0,40.0
1182,47280,0.0,40.0
1184,47360,0.0,40.0
1186,47440,0.0,40.0
1188,47520,0.0,40.0
1190,47600,0.0,40.0
1192,47680,0.0,40.0
1194,47760,0.0,40.0
1196,47840,0.0,40.0
1198,47920,0.0,40.0
1200,48000,0.0,40.0
1202,48080,0.0,40.0
1204,48160,0.0,40.0
1206,48240,0.0,40.0
1208,48320,0.0,40.0
1210,48400,0.0,40.0
1212,48480,0.0,40.0
1214,48560,0.0,40.0
1216,48640,0.0,40.0
1218,48720,0.0,40.0
1220,48800,0.0,40.0
1222,48880,0.0,40.0
1224,48960,0.0,40.0
1226,49040,0.0,40.0
1228,49120,0.0,40.0
1230,49200,0.0,40.0
1232,49280,0.0,40.0
1234,49360,0.0,40.0
1236,49440,0.0,40.0
1238,49520,0.0,40.0
1240,49600,0.0,40.0
1242,49680,0.0,40.0
1244,49760,0.0,40.0
1246,49840,0.0,40.0
1248,49920,0.0,40.0
1250,50000,0.0,40.0
